label,state,amine,SASA_total,SASA_amine,SASA_catalyst,amine_N_index,Ru_N_distance,SASA_amine_N,SASA_N_ratio,Sterimol_L,Sterimol_B1,Sterimol_B5
H1_INDO,H1,INDO,828.7539401786967,175.3607058254793,653.3932343532175,66,3.9829340270148843,6.829927569989727,0.038947879103468815,6.989409435157976,1.915860275509052,11.306739896997875
H1_ISBZ,H1,ISBZ,866.3341060456136,225.0611747915501,641.2729312540636,66,3.6654793485351957,0.0,0.0,7.465877804805658,4.105448531566367,11.027632433561063
H1_MEPI,H1,MEPI,829.7836433774355,165.57026938489093,664.2133739925446,77,4.035156709552431,0.649993106953636,0.003925783954863523,7.3126062085166685,2.7991609489544036,11.40924059861765
H1_METOX,H1,METOX,856.7118412972005,198.60843985172022,658.1034014454805,70,3.9978599647152477,6.43993170581755,0.03242526707639193,8.475646777382314,2.0783111105188588,11.368244894653
H1_MOR,H1,MOR,814.9726950572446,143.57933838987515,671.3933566673693,76,3.8839948160184257,1.6799821841263136,0.011700723815598677,4.63824411545424,3.091909366898811,10.513676684796001
H1_MTL,H1,MTL,823.6739319293549,166.4809505656569,657.1929813636981,64,3.823302240780083,12.539867017228573,0.07532313441640934,7.860263001252472,1.8088687754853998,11.43881742560465
H1_NMA,H1,NMA,829.2442976379791,171.62096511041184,657.6233325275672,64,3.956495797036312,4.5999512184411016,0.026802967897784146,6.8010952396201505,1.8352190582570296,11.361710388161844
H1_OCTA,H1,OCTA,862.2530776255367,198.4800730528953,663.7730045726415,70,3.8834844585827817,1.6199828204075164,0.00816194187905094,8.88069041234409,2.029084359928006,11.064458773054557
H1_OTL,H1,OTL,811.1537288851646,155.7707320370325,655.3829968481323,64,3.8103871630675537,10.87988462100853,0.069845499720846,7.685947306635849,1.8708511087716841,11.408013313880513
H1_PIP,H1,PIP,817.1335085519008,148.09014243889752,669.0433661130033,76,4.032933361745021,0.639993213000501,0.00432164627881673,7.339994283023698,2.797125817480187,11.398424016822025
H1_THQ,H1,THQ,837.9638563573889,190.28073533081567,647.6831210265731,66,3.9783538361786017,5.289943901207265,0.02780073291187543,6.901817625791214,2.1187203476738343,11.426367219705915
H3_AMP,H3,AMP,821.7630761698298,152.22009205329826,669.5429841165318,80,3.9274589920579692,1.9599792148140307,0.01287595604743009,7.271538913073363,3.2016335130051568,10.807438770879747
H3_BEMT,H3,BEMT,841.4041445444516,185.68115763768967,655.7229869067619,67,3.784443010318031,0.0,0.0,7.695892186513097,3.021999587230966,10.822676168242129
H3_BENZ,H3,BENZ,913.8045674545999,267.761737842007,646.042829612593,67,3.7498127466594915,0.0,0.0,7.526998353460246,4.369804402547381,10.93570012640918
H3_BMAE,H3,BMAE,821.9932147777084,157.3203300763509,664.6728847013577,64,3.8011756978352107,0.01999978790626983,0.00012712780285016888,4.764070503532393,4.3178125960722635,10.444370511215812
H3_BOX,H3,BOX,869.5828017126998,222.50987261331343,647.0729290993862,73,3.770512456786345,0.029999681859392606,0.00013482404851099464,6.721396651351561,4.033570627564252,10.71361757551261
H3_DADP,H3,DADP,903.8823785551429,246.4795596361105,657.4028189190324,87,3.7913321356300345,4.519952066816047,0.01833804017456485,10.926782991820227,2.0046205528230523,11.095737147232166
H3_DBUA,H3,DBUA,888.8432672868381,237.52055525618042,651.3227120306575,64,3.7663470716333354,0.059999363718797355,0.0002526070371218372,6.88995316008016,4.088094104324973,10.724680950225194
H3_DEA,H3,DEA,806.6702639707038,149.59760253024362,657.0726614404603,64,3.7654454335890994,0.25999724278145925,0.0017379773364275442,5.859015442975426,3.330189487302891,10.87349356925887
H3_DEGE,H3,DEGE,1087.1511845609498,418.3483382168716,668.8028463440784,73,3.9188995052934184,2.19997666968922,0.005258719752697459,15.151629904727336,2.2758011179536286,12.23642048878551
H3_DEPA,H3,DEPA,892.7132591546531,229.82034690074175,662.8929122539112,77,3.8893688196676592,2.2899757152674223,0.009964199193626887,8.049849316362051,2.8539062020914745,10.995966845390116
H3_DETA,H3,DETA,843.1523516948002,182.6295388730182,660.522812821782,70,3.7880965550984835,4.669950476113034,0.025570619654031092,8.500627257060613,2.021253574957458,10.975760874861537
H3_DMDP,H3,DMDP,968.7430261359996,302.6001971292089,666.1428290067913,93,3.9172417299744215,2.139977305970423,0.007071962696232687,10.191046366697249,2.427194377554433,11.034891334446451
H3_DMEDA,H3,DMEDA,823.753137011825,153.34034956951623,670.4127874423085,70,3.7974122843011133,4.469952597050372,0.0291505308915703,7.015801434639139,2.0965163394598934,11.312806756752078
H3_EAE,H3,EAE,825.4616746320723,166.2791610136319,659.1825136184406,64,3.7415075545583227,0.009999893953134916,6.013918937391743e-05,6.973333898395638,3.711455671906901,11.093226723597908
H3_EDA,H3,EDA,796.4127275404662,112.35968340078188,684.0530441396845,64,3.8234629572347107,4.269954717987723,0.03800255206092908,7.297888162891794,1.970560100872008,10.995655307099929
H3_INDO,H3,INDO,841.134125580313,167.53126973752518,673.6028558427879,66,3.792293083202958,0.0,0.0,6.721493501034862,3.545980566736313,11.363294306657163
H3_ISBZ,H3,ISBZ,860.423975297595,218.6911868599265,641.7327884376683,66,3.793968506309587,0.0,0.0,7.598721438645663,3.967589565004843,10.952572583139185
H3_MEPI,H3,MEPI,841.723346977121,164.26021889621057,677.4631280809105,77,3.774670227594723,0.0,0.0,4.546012193501474,4.5714142058333005,10.345076684836906
H3_METOX,H3,METOX,854.9316982064586,188.18849514798944,666.743203058469,70,3.8643112942578783,1.9499793208609077,0.010361841298148777,8.408927495384438,2.474315378435609,11.00098727901822
H3_MOR,H3,MOR,818.212326703108,134.7792713170852,683.4330553860232,76,3.7521225804424354,0.0,0.0,5.694581336739451,3.6013847566689816,10.693945458892998
H3_MTL,H3,MTL,839.4442621829007,165.6813106770674,673.7629515058333,64,3.836083897698537,1.2299869562353396,0.007423812325052949,6.789049087353752,3.101768884079492,11.490175327838724
H3_NMA,H3,NMA,834.664306408352,162.29136501301087,672.3729413953412,64,3.862429881277588,0.2799970306877169,0.0017252737424771159,6.803649336623909,3.093755918897952,11.404125333726865
H3_OCTA,H3,OCTA,851.3429000254083,193.81016177806507,657.5327382473433,70,3.7935220238730656,4.769949415644359,0.02461145159718973,9.118288173342636,2.0007535842325335,11.102783562327785
H3_OTL,H3,OTL,815.1138617860778,155.78098942475404,659.3328723613238,64,3.954933511012543,1.0399889711258126,0.006675968453956651,6.794765938186701,2.5596649007346977,11.11110102870703
H3_PIP,H3,PIP,821.5332422651226,144.34011460119387,677.1931276639287,76,3.7754559602510267,0.0,0.0,4.765203550010977,4.110557024125047,10.452441209941485
H3_THQ,H3,THQ,823.7833191503358,176.22073563893002,647.5625835114057,66,3.7251652074936215,0.9899895013601502,0.005617894499025377,6.810457487070192,2.479573113460167,10.885221367353466
TS3A_AMP,TS3A,AMP,810.5832820923665,139.09013767355128,671.4931444188151,80,2.224788868423474,0.0,0.0,7.33743823422505,3.4021142332866647,9.947615864593638
TS3A_BEMT,TS3A,BEMT,836.0443800220339,176.91118662797572,659.1331933940583,67,2.285881800728113,0.0,0.0,7.46792145708408,3.9762670937422913,10.030198020493415
TS3A_BENZ,TS3A,BENZ,902.9746395496165,257.4215322292592,645.5531073203572,67,2.306392697569085,0.0,0.0,7.530398914965227,5.067040105550694,10.062119150947485
TS3A_BMAE,TS3A,BMAE,816.9435668870123,148.0802603449809,668.8633065420312,64,2.2839062064633917,0.0,0.0,7.428203770574594,3.870553650990862,10.086940359683108
TS3A_BOX,TS3A,BOX,851.6627871217245,206.11984483914944,645.5429422825752,73,2.3075882986789478,0.0,0.0,7.451286575040397,4.1470613722561644,10.043830962718637
TS3A_DADP,TS3A,DADP,887.8628191854091,226.07964524779018,661.7831739376192,87,2.2519270272619845,1.4599845171573942,0.006457832661393319,10.576563138084348,2.863755240891252,9.957459790204295
TS3A_DBUA,TS3A,DBUA,866.6533838526684,213.66044678562807,652.9929370670401,64,2.283431577023713,0.0,0.0,7.5754337409373615,4.038424332490901,10.091892232075168
TS3A_DEA,TS3A,DEA,792.7104629441583,137.11746509639647,655.5929978477619,64,2.3047628176743045,0.0,0.0,7.3857552740360495,3.3855233163826846,10.058244539859436
TS3A_DEGE,TS3A,DEGE,1066.3717169342806,399.5985216797464,666.7731952545339,73,2.2487231385924327,0.2799970306877169,0.0007006958622137178,15.321710731668603,3.7700534375713315,11.920827892442318
TS3A_DEPA,TS3A,DEPA,895.4637225916704,220.4704671147417,674.9932554769288,77,2.248187997262017,0.009999893953134916,4.535706792842494e-05,7.686260857243646,5.25761524059083,9.93387504755999
TS3A_DETA,TS3A,DETA,828.9127733490009,163.59964356613082,665.3131297828699,70,2.2534012688822203,1.4499846232042592,0.008863006004155146,8.340799810951088,2.896919942509168,9.953452448354607
TS3A_DMDP,TS3A,DMDP,992.5635512283808,300.7302437227181,691.8333075056626,93,2.242797977190545,0.0,0.0,10.321325957837288,4.79017298820592,9.97694520384931
TS3A_DMEDA,TS3A,DMEDA,812.4934935009277,137.59038835956767,674.9031051413599,70,2.5001178626816776,2.2399762455017598,0.016280034326583814,6.997083715102737,2.6884388337169858,9.993172041068833
TS3A_EAE,TS3A,EAE,802.7519930826769,147.40907616877857,655.3429169138983,64,2.2909377675091918,0.0,0.0,7.450239732336321,3.3600552207346337,10.048862670340885
TS3A_EDA,TS3A,EDA,772.6230119484611,88.50977962869828,684.1132323197628,64,2.5083716067201847,2.2899757152674223,0.02587257278092831,7.151389357521065,2.300697905666363,10.04163210305723
TS3A_INDO,TS3A,INDO,795.2036516618695,150.71070583514813,644.4929458267213,66,2.3622084065128544,0.6799927888130286,0.004511907664720415,7.293415092351286,2.6302623611238953,10.000795585742045
TS3A_ISBZ,TS3A,ISBZ,843.1142938591214,206.83127088505628,636.283022974065,66,2.3096981140183668,0.0,0.0,7.37560978262142,4.042810087067362,10.122513211659946
TS3A_MEPI,TS3A,MEPI,825.6134488032258,149.99017231647517,675.6232764867507,77,2.2753781095237775,0.0,0.0,7.465731294126177,3.987028300241591,10.028997666206424
TS3A_METOX,TS3A,METOX,879.0318264190737,185.07842360424343,693.9534028148304,70,2.2505687863071415,0.0,0.0,8.634002362472822,4.114416726991987,9.891258599065708
TS3A_MOR,TS3A,MOR,795.9524828416738,119.54920292502084,676.4032799166532,76,2.276203975276381,0.0,0.0,7.469387862709072,3.36541792706047,10.029388379337176
TS3A_MTL,TS3A,MTL,808.013997896107,147.08096923609938,660.9330286600074,64,2.3004598512927803,1.8699801692358407,0.012713950546750102,7.121887809373785,2.9238490271790765,9.953845182573826
TS3A_NMA,TS3A,NMA,796.3738368846125,144.96081306625948,651.413023818353,64,2.2944727098180966,0.0,0.0,7.347404163993538,2.788814008429946,10.034439982168793
TS3A_OCTA,TS3A,OCTA,840.5734323609329,176.8502693556581,663.7231630052747,70,2.2507827165232985,1.559983456688719,0.008820927795996084,8.914074497985494,2.8565436528425168,9.9384438563692
TS3A_OTL,TS3A,OTL,795.1838532808873,136.22085142861673,658.9630018522706,64,2.3250144882774384,0.9099903497350831,0.006680257392253503,6.815685337250331,3.2060341426845818,9.996086151681157
TS3A_PIP,TS3A,PIP,804.3934848799677,130.00006099833922,674.3934238816283,76,2.278687766895675,0.0,0.0,7.471450727307894,3.4547584179400923,10.081584082357644
TS3A_THQ,TS3A,THQ,808.6835459450549,162.40066650198492,646.28287944307,66,2.6040356874059922,0.3899958641721767,0.0024014425098890222,6.942386357297682,2.6620258638571386,10.237021346324035
TS5A_AMP,TS5A,AMP,874.2621172200002,223.72989763621655,628.1327847956175,82,5.421717603135929,4.179955672409521,0.018683044673833013,12.826899706939997,3.46330361462948,8.891212600027314
TS5A_BEMT,TS5A,BEMT,891.7941399481078,258.55152418903253,622.4829249716288,69,5.338333852358993,0.0,0.0,13.269316931192671,3.13334327532056,9.89505781192618
TS5A_BENZ,TS5A,BENZ,930.774539648028,289.8423187803788,629.9626403786452,67,5.11660204938678,0.0,0.0,11.6102174278759,4.364966444573504,9.455433442642592
TS5A_BMAE,TS5A,BMAE,885.643507322081,247.5203368751798,624.0834800297948,66,5.567481437535827,1.2299869562353396,0.004969235949511497,12.386847995766962,3.908765279431368,8.562414091296798
TS5A_BOX,TS5A,BOX,909.4918071296084,288.60924006497345,605.522917269391,75,5.174250749890171,0.10999883348445978,0.00038113413645279057,12.534862074833603,3.4186826232236767,9.969788357334885
TS5A_DADP,TS5A,DADP,960.282434992897,327.3494653659327,617.0433635104765,89,5.504657972964442,8.469910178303513,0.02587421417913511,12.105305947340067,3.8563120829403066,11.683322533030433
TS5A_DBUA,TS5A,DBUA,924.5829540355285,310.6404060991468,603.8227408797773,66,5.366497321468632,0.2799970306877169,0.0009013541869963644,12.514175284164866,3.2381545719803024,8.898080003261624
TS5A_DEA,TS5A,DEA,868.3799165082886,237.04716189074816,621.1529535518583,66,5.358387810846281,0.11999872743759471,0.0005062230084530627,13.040291448957666,3.1658561154134577,9.506317741987065
TS5A_DEGE,TS5A,DEGE,1111.3510981790046,484.59838773846303,608.4833364193329,75,5.492491717194573,5.719939341191981,0.011803463416141252,12.853142853952509,4.195248360698313,17.869250841537372
TS5A_DEPA,TS5A,DEPA,934.2431243890446,303.91017640750005,612.853485838804,79,5.516312230714556,8.009915056459404,0.02635619231690108,13.05898860564632,4.817675046095467,9.45418828246503
TS5A_DETA,TS5A,DETA,906.6921595273104,264.3493720346625,624.343255289285,72,5.529099708384811,6.819927676036592,0.025798917635190512,12.190905114361431,3.6709722144106673,8.64815884209018
TS5A_DMDP,TS5A,DMDP,982.8830156039584,370.2501632667154,595.6133701390578,95,5.540634390950642,6.239933826754888,0.016853291222615495,12.954111882899975,3.9295109553058287,12.389579940653187
TS5A_DMEDA,TS5A,DMEDA,875.3730729371672,232.01023996346518,625.723301172962,72,5.551960340522076,6.569930327208279,0.028317415335818157,12.114691608598703,3.7435017793061514,8.404073466731171
TS5A_EAE,TS5A,EAE,880.3815102440028,249.12880527572705,619.9229423358672,66,5.323431907187036,0.059999363718797355,0.00024083671758627894,12.9889068318913,3.229121527564276,9.624454885727475
TS5A_EDA,TS5A,EDA,821.1522894368851,174.59964994006654,628.2832599309763,66,5.486028324826714,5.579940825848118,0.03195848804830651,12.89658989954365,4.173909601028203,8.787194638703802
TS5A_INDO,TS5A,INDO,860.4336501380656,233.60098337871216,608.9530098332546,68,5.275018213497277,1.7099818659857184,0.007320097035779634,13.23397515486035,2.3791603284747085,10.207647551164989
TS5A_ISBZ,TS5A,ISBZ,920.7944093329253,301.59146955285513,611.3231333120125,68,5.463273443923248,0.0,0.0,12.380192113605696,3.6512213877468165,8.475558094544049
TS5A_MEPI,TS5A,MEPI,876.4527268864798,226.62018556274342,634.0828731749352,79,5.365639326361398,0.01999978790626983,8.825245578458222e-05,13.214516800396025,3.3089433980110425,9.553338645444388
TS5A_METOX,TS5A,METOX,884.4308343718783,249.6283613703796,614.2431656072937,72,5.546376947432801,6.279933402567428,0.0251571310571147,13.10676359678068,4.0900343234965835,9.068740480241214
TS5A_MOR,TS5A,MOR,845.9918353411243,196.10925014448057,633.5129161148532,78,5.391877706772104,0.15999830325012224,0.0008158631126897169,13.266206100921929,3.1484878950842785,9.534625850327327
TS5A_MTL,TS5A,MTL,893.0039570868914,248.00106249316235,624.0633571513879,66,5.32497584106069,5.229944537488468,0.021088395690371943,12.841420601660628,2.7104397176221617,9.481712081102625
TS5A_NMA,TS5A,NMA,855.8139380588805,228.21128130545674,615.1028606228089,66,5.40548224544573,1.4599845171573942,0.006397512466542927,13.37197072360071,3.1215812183295664,9.578026610148871
TS5A_OCTA,TS5A,OCTA,916.2028020188537,276.26999530419573,622.0832817125255,72,5.548528121353626,7.489920570896498,0.02711087232853313,12.123268503591609,3.744404384184475,9.244636489915388
TS5A_OTL,TS5A,OTL,859.9834989849147,224.59101982438062,611.6930343276911,66,5.286531178604454,3.829959384049871,0.017053038839418937,13.205612609435233,2.402452379680156,10.142328466468607
TS5A_PIP,TS5A,PIP,853.6426141449299,206.73007409221847,632.2428891296112,78,5.329965552253785,0.0,0.0,13.204692162552494,3.1852526027946952,9.759610609164238
TS5A_THQ,TS5A,THQ,874.4738654418275,254.4609762302026,608.3930397140965,68,5.327016172062744,1.6799821841263136,0.006602121115052582,13.002956424433531,2.863779724975667,9.553235346167325
TSH2_AMP,TSH2,AMP,829.0132853423191,160.78012629553592,668.2331590467832,80,3.322476185553329,0.6199934250942312,0.003856157097143948,7.123869988749369,3.142899156465089,10.644294182329407
TSH2_BEMT,TSH2,BEMT,848.1842363984865,188.8012116085831,659.3830247899034,67,3.349369057987638,0.01999978790626983,0.00010593040021232905,7.027467764606821,3.1431168139172345,10.729093907386401
TSH2_BENZ,TSH2,BENZ,919.7545457145197,266.05155394583136,653.7029917686883,67,3.346561394582921,0.0,0.0,6.983902895266352,4.838131222913249,10.725954008468499
TSH2_BMAE,TSH2,BMAE,829.4232970919531,160.13027909869922,669.293017993254,64,3.3735012687953745,0.029999681859392606,0.00018734546663034138,6.195234741269224,4.1981232564681905,10.721756876898056
TSH2_BOX,TSH2,BOX,866.5528225993559,219.2798156534538,647.2730069459017,73,3.372371577086517,0.0,0.0,6.852217372663925,3.7193683790825767,10.784060929996093
TSH2_DADP,TSH2,DADP,914.2625213886774,251.42959339313964,662.8329279955377,87,3.3601543252898374,1.8999798510952333,0.007556707328895815,10.474373762374073,2.0732026839443183,10.80345497504056
TSH2_DBUA,TSH2,DBUA,885.6931783673584,234.18056998846436,651.512608378894,64,3.398933324486669,0.0,0.0,7.057870047337712,4.240804607530175,10.797096132463844
TSH2_DEA,TSH2,DEA,804.3901949482864,147.12755202691088,657.2626429213756,64,3.377130910874051,0.0,0.0,7.02792611213701,3.103494344807471,10.783657899754067
TSH2_DEGE,TSH2,DEGE,1104.0513876086573,427.6082722345447,676.4431153741125,73,3.3619636488909275,2.379974760845612,0.0055657827862137035,15.746936063041053,3.62380848924819,11.563044749877646
TSH2_DEPA,TSH2,DEPA,900.3234720126873,233.59042440985436,666.733047602833,77,3.3675913707531384,2.1799768817829626,0.009332475367046754,7.565087179573169,3.5654680135249293,10.811173049174494
TSH2_DETA,TSH2,DETA,853.9824914137811,189.2495955847527,664.7328958290284,70,3.3589127491539577,1.7999809115639085,0.009511147994806747,8.306148203353317,2.074653678308354,10.783643354483846
TSH2_DMDP,TSH2,DMDP,989.8635768932523,313.4202071098159,676.4433697834364,93,3.35728366205017,1.7699812297045159,0.0056473105101495615,10.408360192461659,3.945893336487489,10.806853594545156
TSH2_DMEDA,TSH2,DMEDA,833.8333608045572,159.08039596382702,674.75296484073,70,3.349706391833917,1.4699844111105291,0.009240512648992815,6.5676236431782815,2.4797873943263635,10.778493091486602
TSH2_EAE,TSH2,EAE,821.4217519910006,164.2291097544097,657.1926422365909,64,3.3845372596539693,0.0,0.0,6.514323581461245,3.80908686767944,10.800357687334627
TSH2_EDA,TSH2,EDA,789.3728840081769,109.49982096462115,679.8730630435557,70,3.35938080086941,1.5099839869230565,0.013789830646489594,6.144676327905644,2.6538189788820974,10.773801958053948
TSH2_INDO,TSH2,INDO,831.1540656927813,172.52087010827387,658.6331955845072,66,3.5187637693628995,1.6899820780794486,0.009795812396603484,6.74807536078308,2.547303791872244,10.960725487036061
TSH2_ISBZ,TSH2,ISBZ,862.2041683718385,219.12126990587802,643.0828984659607,66,3.3724563688050884,0.0,0.0,6.9177917331775785,4.044817069906476,10.780809587214232
TSH2_MEPI,TSH2,MEPI,841.2632579249247,161.07019682356446,680.1930611013603,77,3.3646614149618386,0.0,0.0,6.452660746243752,4.220784498378869,10.796015883482555
TSH2_METOX,TSH2,METOX,867.0418559903916,193.7684289044215,673.2734270859701,70,3.344073390533467,1.9599792148140307,0.010115059640499087,8.63321808686273,3.225968384271068,10.793268420718116
TSH2_MOR,TSH2,MOR,811.4622991942462,130.24924978040178,681.2130494138447,76,3.3559161548253855,0.0,0.0,6.488810507898247,3.6111084420904422,10.802574074289314
TSH2_MTL,TSH2,MTL,832.5040491252264,170.43094129451435,662.073107830712,64,3.4760709169733577,5.609940507707522,0.0329162091407641,6.7937335499995415,2.239334472840892,11.041924871024385
TSH2_NMA,TSH2,NMA,821.6742362606883,164.69092408855192,656.9833121721364,64,3.5374583801268957,2.3499750789862195,0.014269001719382375,6.8136669711122915,2.0714885822413933,11.084311760470865
TSH2_OCTA,TSH2,OCTA,859.0834118619491,199.89016218989008,659.1932496720592,70,3.879770809586699,1.289986319954137,0.006453475778005953,8.972213469053877,2.018316646156271,11.20548770748423
TSH2_OTL,TSH2,OTL,813.5738029402407,154.8708464540544,658.7029564861862,64,3.474745663950241,5.439942310504265,0.03512567042189012,6.7971925035614325,2.0894357171604536,11.006609644413322
TSH2_PIP,TSH2,PIP,820.7531528077081,142.18007492756288,678.5730778801453,76,3.376692921031908,0.0,0.0,6.479567340240424,3.822021709179752,10.81960918004365
TSH2_THQ,TSH2,THQ,837.5339536264588,187.40080485281703,650.1331487736419,66,3.5304978895968766,1.829980593423313,0.009765062614648662,6.802869938397649,2.335403346113691,11.041931472797739
